"             ELEM1","             ELEM2","                 X","                 Y","                 Z","              HEAT","              FLOW","            FLOW_G","            FLOW_L"
"             A1173","             A1174",  0.52262826780E+002,  0.00000000000E+000, -0.22500000000E+001, -0.29694176503E+003, -0.13926238329E-004, -0.28298763684E-006, -0.13643250693E-004
"             A1174","             A1175",  0.53657667058E+002,  0.00000000000E+000, -0.22500000000E+001, -0.26200803708E+003, -0.12370323068E-004, -0.28696210668E-006, -0.12083360961E-004
"             A1175","             A1176",  0.55087458541E+002,  0.00000000000E+000, -0.22500000000E+001, -0.22983948786E+003, -0.10933176053E-004, -0.29062851715E-006, -0.10642547536E-004
"             A1176","             A1177",  0.56547352324E+002,  0.00000000000E+000, -0.22500000000E+001, -0.20040015347E+003, -0.96159622717E-005, -0.29398797127E-006, -0.93219743004E-005
"             A1177","             A1178",  0.58032202353E+002,  0.00000000000E+000, -0.22500000000E+001, -0.17363032478E+003, -0.84180735343E-005, -0.29704502822E-006, -0.81210285061E-005
"             A1178","             A1179",  0.59551988775E+002,  0.00000000000E+000, -0.22500000000E+001, -0.14945034688E+003, -0.73373692939E-005, -0.29980720057E-006, -0.70375620933E-005
"             A1179","             A1180",  0.61106835692E+002,  0.00000000000E+000, -0.22500000000E+001, -0.12776030229E+003, -0.63702473434E-005, -0.30228490262E-006, -0.60679624407E-005
"             A1180","             A1181",  0.62691676139E+002,  0.00000000000E+000, -0.22500000000E+001, -0.10844366145E+003, -0.55119005449E-005, -0.30449093335E-006, -0.52074096116E-005
"             A1181","             A1182",  0.64306525165E+002,  0.00000000000E+000, -0.22500000000E+001, -0.91368725333E+002, -0.47564773265E-005, -0.30644021372E-006, -0.44500371128E-005
"             A1182","             A1183",  0.65956315840E+002,  0.00000000000E+000, -0.22500000000E+001, -0.76392692571E+002, -0.40973566322E-005, -0.30814921891E-006, -0.37892074133E-005
"             A1183","             A1184",  0.67646105299E+002,  0.00000000000E+000, -0.22500000000E+001, -0.63363453809E+002, -0.35273159761E-005, -0.30963567995E-006, -0.32176802962E-005
"             A1184","             A1185",  0.69370950624E+002,  0.00000000000E+000, -0.22500000000E+001, -0.52122361138E+002, -0.30387332936E-005, -0.31091818590E-006, -0.27278151077E-005
"             A1185","             A1186",  0.71125794844E+002,  0.00000000000E+000, -0.22500000000E+001, -0.42508423609E+002, -0.26238388862E-005, -0.31201563312E-006, -0.23118232530E-005
"             A1186","             A1187",  0.72920534054E+002,  0.00000000000E+000, -0.22500000000E+001, -0.34360138367E+002, -0.22748510384E-005, -0.31294696080E-006, -0.19619040776E-005
"             A1187","             A1188",  0.74755381334E+002,  0.00000000000E+000, -0.22500000000E+001, -0.27518644702E+002, -0.19841557455E-005, -0.31373074945E-006, -0.16704249961E-005
"             A1188","             A1189",  0.76625170773E+002,  0.00000000000E+000, -0.22500000000E+001, -0.21830174644E+002, -0.17444423760E-005, -0.31438491350E-006, -0.14300574625E-005
"             A1189","             A1190",  0.78534964472E+002,  0.00000000000E+000, -0.22500000000E+001, -0.17147898042E+002, -0.15488020611E-005, -0.31492647573E-006, -0.12338755854E-005
"             A1190","             A1191",  0.80484752543E+002,  0.00000000000E+000, -0.22500000000E+001, -0.13334099991E+002, -0.13908289152E-005, -0.31537131472E-006, -0.10754576005E-005
"             A1191","             A1192",  0.82479503001E+002,  0.00000000000E+000, -0.22500000000E+001, -0.10261262640E+002, -0.12646662427E-005, -0.31573404550E-006, -0.94893219720E-006
"             A1192","             A1193",  0.84514327073E+002,  0.00000000000E+000, -0.22500000000E+001, -0.78131269641E+001, -0.11650450664E-005, -0.31602790953E-006, -0.84901715685E-006
"             A1193","             A1194",  0.86589091689E+002,  0.00000000000E+000, -0.22500000000E+001, -0.58852560586E+001, -0.10872966402E-005, -0.31626472462E-006, -0.77103191553E-006
"             A1194","             A1195",  0.88708863011E+002,  0.00000000000E+000, -0.22500000000E+001, -0.43852148349E+001, -0.10273458009E-005, -0.31645488132E-006, -0.71089091958E-006
"             A1195","             A1196",  0.90873587493E+002,  0.00000000000E+000, -0.22500000000E+001, -0.32323846517E+001, -0.98168757067E-006, -0.31660738071E-006, -0.66508018996E-006
"             A1196","             A1197",  0.93083418696E+002,  0.00000000000E+000, -0.22500000000E+001, -0.23575059363E+001, -0.94735225536E-006, -0.31672990288E-006, -0.63062235248E-006
"             A1197","             A1198",  0.95343100636E+002,  0.00000000000E+000, -0.22500000000E+001, -0.17019573121E+001, -0.92186036705E-006, -0.31682890211E-006, -0.60503146494E-006
"             A1198","             A1199",  0.97647943652E+002,  0.00000000000E+000, -0.22500000000E+001, -0.12167990907E+001, -0.90316950436E-006, -0.31690972886E-006, -0.58625977550E-006
"             A1199","             A12 0",  0.10000556220E+003,  0.00000000000E+000, -0.22500000000E+001, -0.86178767183E+000, -0.88962173245E-006, -0.31697674896E-006, -0.57264498349E-006
"             A12 0","             A12 1",  0.10338774516E+003,  0.00000000000E+000, -0.22500000000E+001, -0.53180406869E+000, -0.87718748845E-006, -0.31705275544E-006, -0.56013473300E-006
"             A12 1","             A12 2",  0.10818762742E+003,  0.00000000000E+000, -0.22500000000E+001, -0.28205816253E+000, -0.86796528148E-006, -0.31713599202E-006, -0.55082928946E-006
"             A12 2","             A12 3",  0.11501670482E+003,  0.00000000000E+000, -0.22500000000E+001, -0.14292927289E+000, -0.86303143773E-006, -0.31722798998E-006, -0.54580344775E-006
"             A12 3","             A12 4",  0.12483987403E+003,  0.00000000000E+000, -0.22500000000E+001, -0.93001483145E-001, -0.86149335394E-006, -0.31733495119E-006, -0.54415840275E-006
"             A12 4","             A12 5",  0.13889812218E+003,  0.00000000000E+000, -0.22500000000E+001, -0.82952807841E-001, -0.86147642264E-006, -0.31746106687E-006, -0.54401535577E-006
"             A12 5","             A12 6",  0.15894452474E+003,  0.00000000000E+000, -0.22500000000E+001, -0.81952528308E-001, -0.86180427611E-006, -0.31759305306E-006, -0.54421122305E-006
"             A12 6","             A12 7",  0.18762529518E+003,  0.00000000000E+000, -0.22500000000E+001, -0.81922965928E-001, -0.86203061792E-006, -0.31767409900E-006, -0.54435651892E-006
"             A12 7","             A12 8",  0.22855941709E+003,  0.00000000000E+000, -0.22500000000E+001, -0.81890090638E-001, -0.86169736384E-006, -0.31754766579E-006, -0.54414969805E-006
"             A12 8","             A12 9",  0.28706835340E+003,  0.00000000000E+000, -0.22500000000E+001, -0.81708370179E-001, -0.85978539097E-006, -0.31683885090E-006, -0.54294654007E-006
"             A12 9","             A1210",  0.37076528576E+003,  0.00000000000E+000, -0.22500000000E+001, -0.81167599997E-001, -0.85409528013E-006, -0.31473725170E-006, -0.53935802843E-006
"             A1210","             A1211",  0.49037188731E+003,  0.00000000000E+000, -0.22500000000E+001, -0.79862592093E-001, -0.84036326642E-006, -0.30967184392E-006, -0.53069142250E-006
"             A1211","             A1212",  0.66126058656E+003,  0.00000000000E+000, -0.22500000000E+001, -0.77099875553E-001, -0.81129245055E-006, -0.29895408381E-006, -0.51233836674E-006
"             A1212","             A1213",  0.90549706755E+003,  0.00000000000E+000, -0.22500000000E+001, -0.71824654029E-001, -0.75578338190E-006, -0.27849450070E-006, -0.47728888120E-006
"             A1213","             A1214",  0.12545376506E+004,  0.00000000000E+000, -0.22500000000E+001, -0.62534314211E-001, -0.65802483313E-006, -0.24246777071E-006, -0.41555706242E-006
"             A1214","             A1215",  0.17534635338E+004,  0.00000000000E+000, -0.22500000000E+001, -0.47520422942E-001, -0.50003943715E-006, -0.18425072928E-006, -0.31578870787E-006
"             A1215","             A1216",  0.24664941350E+004,  0.00000000000E+000, -0.22500000000E+001, -0.27324199344E-001, -0.28752232462E-006, -0.10594275513E-006, -0.18157956949E-006
"             A1216","             A1217",  0.34856246991E+004,  0.00000000000E+000, -0.22500000000E+001, -0.93130951459E-002, -0.97998116627E-007, -0.36108907149E-007, -0.61889209478E-007
"             A1217","             A1218",  0.49426116857E+004,  0.00000000000E+000, -0.22500000000E+001, -0.14902803476E-002, -0.15681669744E-007, -0.57781373206E-008, -0.99035324237E-008
"             A1218","             A1219",  0.70246706738E+004,  0.00000000000E+000, -0.22500000000E+001, -0.10083971855E-003, -0.10611089953E-008, -0.39098075422E-009, -0.67012824105E-009
"             A1219","             A1220",  0.10000000000E+005,  0.00000000000E+000, -0.22500000000E+001, -0.67171055714E-005, -0.70737156056E-010, -0.26064128860E-010, -0.44673027196E-010
